section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015504764740,1.646341,5.54878,8.902439,-0.0755,-1.050415,-0.039307,7.132145258896486,58.74295438140166,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015509704740,1.585366,6.402439,8.47561,-0.075378,-1.062073,-0.033875,7.212219797633026,58.359999407339245,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015514644740,0.97561,7.134147,7.621952,-0.074524,-1.0672,-0.036743,7.292464769379279,57.9745860413266,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015519584740,-0.060976,7.743903,6.95122,-0.078003,-1.066101,-0.04187,7.3747349510051095,57.58469260076052,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015524524740,-1.52439,8.170732,6.036585,-0.074097,-1.056702,-0.049927,7.4546563360465825,57.187966414889104,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015529464740,-3.170732,8.536586,5.426829,-0.076721,-1.046021,-0.053955,7.535583856251918,56.78374617280019,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015534404740,-5.060976,9.085366,4.756098,-0.07196,-1.037476,-0.059204,7.614820598151368,56.37059648224556,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015539344740,-7.134147,9.390244,4.329268,-0.07196,-1.034668,-0.061829,7.6938725374286605,55.94779639440861,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015544284740,-9.45122,9.573171,3.719512,-0.073486,-1.041382,-0.061218,7.772105813941835,55.514229617855506,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015549224740,-11.585366,9.573171,3.170732,-0.073853,-1.047241,-0.060974,7.848417575861646,55.07078173458362,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015554164740,-13.780488,9.573171,2.560976,-0.070984,-1.053589,-0.064758,7.921156961072256,54.61700572501749,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015559104740,-15.792684,9.45122,1.95122,-0.071533,-1.051147,-0.063477,7.991565614811151,54.15400074152345,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015564044740,-17.743902,9.268292,1.52439,-0.070007,-1.050415,-0.062988,8.058947430689614,53.6820280836551,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015568984740,-19.512196,9.207317,0.97561,-0.066895,-1.051392,-0.066101,8.12263904210721,53.201882596471535,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015573924740,-21.097561,8.902439,0.670732,-0.067017,-1.055786,-0.069092,8.183679932176773,52.71458629833819,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015578864740,-22.621952,8.658537,0.365854,-0.070007,-1.061279,-0.074585,8.24348407396323,52.22046278733313,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015583804740,-24.085367,8.414635,0.243902,-0.06604,-1.062561,-0.075623,8.299764340341596,51.71976453625024,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015588744740,-25.670732,8.231708,0.243902,-0.062195,-1.063232,-0.081726,8.353169966929471,51.21181436146355,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015593684740,-27.195122,8.109756,0.304878,-0.062256,-1.056946,-0.086365,8.405995105970419,50.69703112781568,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015598624740,-28.719513,7.804878,0.609756,-0.062683,-1.056396,-0.090881,8.458332229083823,50.17547055484181,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015603564740,-30.243902,7.439024,0.670732,-0.059814,-1.051086,-0.098694,8.50788238584937,49.64697977607051,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015608504740,-31.585367,7.134147,0.548781,-0.056763,-1.04303,-0.104004,8.554303122667733,49.11249329923902,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015613444740,-33.048782,6.707317,0.609756,-0.055786,-1.042297,-0.111877,8.598469994125338,48.57143261305103,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015618384740,-34.57317,6.341464,0.365854,-0.053528,-1.036987,-0.117249,8.639189399538424,48.02349351522861,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015623324740,-35.670734,5.792683,0.426829,-0.057983,-1.036133,-0.117676,8.679686327896263,47.471085803654404,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015628264740,-36.707317,5.426829,0.182927,-0.06189,-1.035461,-0.118591,8.719401877243257,46.91445117225112,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015633204740,-37.317074,4.756098,-0.182927,-0.056824,-1.029785,-0.121033,8.752968697028138,46.35549487190218,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015638144740,-37.195122,4.085366,-0.304878,-0.055054,-1.024414,-0.11969,8.782718215102506,45.798022535967675,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015643084740,-36.463417,3.414634,-0.182927,-0.057983,-1.02417,-0.117493,8.811551156384752,45.245191189580794,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015648024740,-35.365856,2.987805,-0.060976,-0.0578,-1.024414,-0.118469,8.838941399096683,44.69863005190672,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015652964740,-34.085365,2.5,-0.060976,-0.059204,-1.024536,-0.115173,8.865039193514548,44.15937660720738,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015657904740,-32.621952,2.073171,0.243902,-0.06134,-1.01709,-0.116699,8.89170852922382,43.62821281197671,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015662844740,-31.097561,1.768293,0.365854,-0.057678,-1.008057,-0.121155,8.916077116176638,43.105180658279664,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015667784740,-29.329269,1.463415,0.792683,-0.059692,-1.002197,-0.122131,8.941880409162309,42.59172468437009,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015672724740,-27.5,1.280488,1.280488,-0.058838,-0.990601,-0.115601,8.968622998101608,42.088285509038144,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015677664740,-25.914635,1.219512,1.829268,-0.057739,-0.974792,-0.11554,8.996929518171413,41.593417388294995,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015682604740,-24.45122,0.792683,2.378049,-0.058899,-0.957336,-0.108826,9.026857591569751,41.10681856827733,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015687544740,-22.804878,0.365854,2.743902,-0.05658,-0.940674,-0.100281,9.05599726379046,40.6293603026603,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015692484740,-21.219513,0.0,3.109756,-0.057617,-0.915161,-0.09375,9.086645754535198,40.1607194769538,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015697424740,-19.695122,-0.243902,3.04878,-0.058655,-0.896667,-0.090149,9.117434185500798,39.70043819968788,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015702364740,-17.804878,-0.731707,2.804878,-0.060608,-0.890747,-0.082886,9.147063212143507,39.25052303046161,,,,,
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309015707304740,-16.158537,-1.280488,2.378049,-0.059448,-0.876587,-0.068787,9.173294918298097,38.8099335497667,,,,,
